day,total_healthy,total_infected,total_incubating,total_deceased,total_healed,infected_today,deceased_today,recovered_today
0,494,5,1,0,0,1,0,0
1,494,5,1,0,0,0,0,0
2,492,5,3,0,0,2,0,0
3,492,6,2,0,0,0,0,0
4,488,6,6,0,0,4,0,0
5,487,7,5,1,0,1,1,0
6,486,7,6,1,0,1,0,0
7,485,11,3,1,0,1,0,0
8,481,12,6,1,0,4,0,0
9,478,13,8,1,0,3,0,0
10,476,14,9,1,0,2,0,0
